index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
2340,,De Baarsjes - Oud-West,52.372,4.84921,Entire home/apt,99,1,29,0.67,1,0,0,holland,The area features a garden.
1213,,Slotervaart,52.3654,4.84906,Entire home/apt,120,5,23,0.34,1,9,0,holland,"The area is defined by Rembrandtpark, a significant green space that serves as a central recreational hub for the neighborhood."
1204,,Zuid,52.35222,4.86182,Entire home/apt,345,3,44,0.61,1,28,1,holland,The area features a garden.
1197,,De Pijp - Rivierenbuurt,52.347,4.90146,Private room,77,2,180,2.63,1,0,0,holland,The area features a garden.
1168,,Westerpark,52.38385,4.87759,Private room,113,1,416,5.66,1,363,7,holland,The immediate surroundings feature a picnic table.
1155,,Centrum-Oost,52.37218,4.90604,Entire home/apt,325,2,68,1.15,1,201,4,holland,"The area is defined by the Montelbaanstoren, a historic 16th-century tower that serves as a prominent landmark reflecting the city's maritime heritage."
1151,,De Pijp - Rivierenbuurt,52.34408,4.91061,Entire home/apt,120,3,22,0.44,1,0,0,holland,This area features a garden.
1143,,Centrum-West,52.37274,4.88085,Private room,66,3,164,2.61,1,266,3,holland,The area features a garden.
2397,,Zuid,52.3549,4.87937,Entire home/apt,325,2,24,0.57,1,201,4,holland,The area features a garden.
2390,,De Baarsjes - Oud-West,52.37035,4.84786,Entire home/apt,250,1,1,0.02,1,89,0,holland,The area features a playground.
2380,,Noord-Oost,52.39573,4.94277,Entire home/apt,150,15,2,0.04,1,10,1,holland,"The area is defined by Baanakkerspark, a local park that serves as a primary green space for outdoor recreation."
2366,,Oud-Noord,52.40173,4.90238,Private room,90,2,39,0.86,1,230,1,holland,This area features a soccer pitch.
5214,,Centrum-Oost,52.36937,4.91548,Entire home/apt,155,3,5,1.38,1,0,5,holland,The area features a playground.
2505,,Centrum-Oost,52.37015,4.91369,Entire home/apt,540,3,19,0.55,1,0,3,holland,"The area features Fixjefiets!, a bicycle shop that serves as a local resource for cycling needs."
2493,,De Baarsjes - Oud-West,52.36884,4.86739,Entire home/apt,187,2,13,0.38,1,6,0,holland,"The area features Dak Showroom, which serves as a notable local retail destination."
2491,,Oostelijk Havengebied - Indische Buurt,52.363,4.94281,Private room,231,7,21,0.46,1,179,0,holland,The area is defined by the presence of a garden.
2462,,De Pijp - Rivierenbuurt,52.34856,4.91022,Entire home/apt,175,2,4,0.08,1,0,1,holland,There are no specific places listed to describe.
2449,,Bos en Lommer,52.38307,4.84968,Entire home/apt,145,3,16,0.36,1,0,2,holland,"This area features a garden, which serves as a local green space for outdoor recreation."
2424,,Bijlmer-Oost,52.30926,4.97151,Private room,30,1,127,2.6,1,0,0,holland,"The area features Brasapark-Noord, a park that serves as a primary green space for the local community."
1130,,Zuid,52.34281,4.86046,Entire home/apt,220,2,21,0.31,1,0,0,holland,The area features a garden.
1049,,IJburg - Zeeburgereiland,52.35458,4.99522,Private room,45,180,333,4.29,2,189,0,holland,The area features a bakery known as De Bakkersfiets.
2606,,De Pijp - Rivierenbuurt,52.35352,4.90062,Entire home/apt,113,3,14,8.57,2,0,7,holland,The area features a garden.
2565,,Zuid,52.34447,4.86642,Entire home/apt,220,3,0,,1,162,0,holland,The area features a garden.
2542,,Zuid,52.35715,4.86032,Entire home/apt,170,5,8,0.17,1,0,0,holland,"The area is defined by Vondelpark, a major public park that serves as a central green space and recreational hub for the city."
2527,,Westerpark,52.38146,4.87547,Entire home/apt,179,3,12,0.46,1,0,0,holland,The area features a garden.
2510,,Zuid,52.34948,4.87911,Entire home/apt,200,3,7,0.22,1,165,0,holland,"The area is primarily defined by the presence of 1e Montessorischool de Wielewaal, which serves as the local educational institution."
2653,,Slotervaart,52.3609,4.83942,Entire home/apt,220,3,30,0.7,1,13,6,holland,"The area is defined by the Amsterdam viewpoint, a prominent landmark that offers a panoramic perspective of the city."
2871,,Zuid,52.35363,4.8496,Entire home/apt,140,5,3,0.08,1,0,0,holland,The area features a garden.
2819,,Oud-Noord,52.3907,4.90879,Entire home/apt,99,2,16,0.38,1,6,1,holland,The surroundings feature a garden.
2800,,Noord-West,52.41985,4.90131,Entire home/apt,130,3,26,0.68,1,0,2,holland,The area features a garden.
2798,,IJburg - Zeeburgereiland,52.35439,4.99451,Private room,80,3,8,0.28,2,0,0,holland,"The area is centered around the Willibrordschool, which serves as the local educational institution."
2783,,IJburg - Zeeburgereiland,52.37395,4.96555,Entire home/apt,200,3,14,0.39,1,7,0,holland,"The area features Skatepark Zeeburgereiland, a prominent skateboard pitch that serves as a central recreational landmark for local sports enthusiasts."
1006,,De Baarsjes - Oud-West,52.37167,4.85471,Entire home/apt,120,2,5,0.06,1,0,0,holland,There are no specific places listed to describe.
991,,De Baarsjes - Oud-West,52.37298,4.85418,Entire home/apt,121,3,54,0.7,1,174,2,holland,The area features a garden.
970,,Gaasperdam - Driemond,52.30023,4.99987,Private room,46,1,220,3.3,1,318,10,holland,"The area is defined by the presence of Gaasperzoom, a park that serves as a significant local green space for outdoor recreation."
966,,Centrum-West,52.37464,4.8782,Entire home/apt,275,6,28,0.36,1,48,9,holland,"The area is defined by the presence of Galerie Staaf, which serves as a local cultural destination for art enthusiasts."
954,,Centrum-Oost,52.36388,4.92078,Entire home/apt,199,2,57,0.73,1,213,1,holland,The immediate area features a playground.
941,,Centrum-Oost,52.36913,4.9113,Entire home/apt,160,3,22,0.32,1,0,0,holland,There are no specific places listed to describe the surroundings.
909,,Westerpark,52.37405,4.8718,Entire home/apt,113,3,35,0.46,1,0,0,holland,There are no specific places listed to describe the surroundings.
2964,,Oud-Oost,52.35767,4.92018,Entire home/apt,150,2,13,0.33,1,0,0,holland,The surroundings feature a garden.
2950,,Zuid,52.35777,4.8518,Entire home/apt,300,4,7,0.18,1,128,0,holland,The area features a bar called Chef.
2904,,Zuid,52.34551,4.87582,Private room,100,1,0,,1,0,0,holland,The area features a garden.
2890,,Geuzenveld - Slotermeer,52.38173,4.82493,Entire home/apt,130,4,4,0.1,1,154,0,holland,The surroundings feature a playground.
3046,,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,200,3,12,0.42,1,0,0,holland,The immediate surroundings consist of a playground.
3036,,Oud-Oost,52.36434,4.92533,Entire home/apt,400,4,12,0.3,1,0,0,holland,The area features a garden.
3029,,Noord-West,52.42369,4.88545,Private room,54,2,101,2.57,1,10,24,holland,The surroundings feature a garden.
2992,,Zuid,52.3565,4.87368,Entire home/apt,299,4,9,0.61,6,0,4,holland,"The area features Knokki, a hifi store."
2974,,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,140,7,13,0.32,1,0,0,holland,There are no specific places to describe in this area.
3121,,IJburg - Zeeburgereiland,52.35469,5.00606,Hotel room,161,1,7,0.23,20,271,0,holland,The area features the hotel SWEETS.
3113,,IJburg - Zeeburgereiland,52.34736,5.00617,Private room,80,3,21,0.56,1,0,0,holland,The immediate surroundings consist of a playground.
3086,,De Baarsjes - Oud-West,52.36674,4.86153,Entire home/apt,247,2,15,0.38,1,0,0,holland,The area features a garden.
3226,,Oud-Noord,52.39722,4.91681,Entire home/apt,140,3,9,0.39,1,189,0,holland,The area features a garden.
3197,,Centrum-West,52.38445,4.88746,Entire home/apt,487,1,3,3.0,5,268,3,holland,"The area features the Palmentuin Prinseneiland, a garden that serves as a quiet green landmark for the neighborhood."
3155,,Oostelijk Havengebied - Indische Buurt,52.3634,4.94316,Private room,49,1,48,1.26,2,139,1,holland,There are no specific places listed to describe the surroundings.
907,,Oud-Noord,52.39314,4.92327,Entire home/apt,195,4,32,0.61,1,3,5,holland,"The area is defined by Noorderpark, a local park that provides significant green space and outdoor recreation for the neighborhood."
817,,Centrum-West,52.3703,4.87883,Entire home/apt,150,3,93,1.17,1,111,7,holland,"The area features the theatre De Toneelmakerij, which serves as a notable cultural venue for contemporary stage productions."
5019,,Osdorp,52.36008,4.80485,Private room,69,1,167,30.36,5,365,167,holland,"The area features the Inormation board Osdorpplein, which serves as a central point for local guidance and community details."
5018,,Osdorp,52.36023,4.80476,Private room,60,1,304,53.96,5,318,304,holland,"The area features the Inormation board Osdorpplein, which serves as a central point for local navigation and community updates."
4982,,Centrum-West,52.37045,4.87908,Private room,209,1,0,,4,362,0,holland,"The area is defined by the presence of the theatre De Toneelmakerij, a notable cultural venue that contributes to the local arts scene."
3305,,Oud-Oost,52.36045,4.92735,Entire home/apt,166,1,77,2.5,6,268,25,holland,The area features a garden.
3413,,De Aker - Nieuw Sloten,52.350323,4.816838,Private room,110,1,28,0.88,1,279,6,holland,The area is home to Johan's B&B.
3394,,De Pijp - Rivierenbuurt,52.34454,4.9098,Entire home/apt,194,2,11,0.35,1,64,1,holland,The area features a garden.
3374,,De Baarsjes - Oud-West,52.37241,4.86122,Entire home/apt,145,5,10,0.35,1,1,2,holland,The area is defined by a garden.
5075,,Oostelijk Havengebied - Indische Buurt,52.36962,4.94169,Entire home/apt,165,3,0,,1,25,0,holland,The surroundings feature a garden.
5069,,De Baarsjes - Oud-West,52.3682,4.86227,Entire home/apt,150,2,3,0.6,1,321,3,holland,The area features a garden.
5058,,De Pijp - Rivierenbuurt,52.34593,4.90871,Entire home/apt,140,25,0,,1,60,0,holland,The area features a garden.
758,,Centrum-Oost,52.364323,4.899321,Private room,60,2,195,2.39,4,7,34,holland,"The area is defined by the Deutsche Seemannsheim Amsterdam Guesthouse Keizersgracht, which serves as a historic guesthouse for seafarers located along the city's canal belt."
737,,Zuid,52.34808,4.85065,Entire home/apt,225,1,5,0.06,1,365,0,holland,The area features a garden.
693,,Oud-Noord,52.39293,4.93417,Entire home/apt,175,3,28,0.33,1,0,3,holland,There are no specific places listed to describe the surroundings.
681,,Watergraafsmeer,52.35396,4.93526,Private room,74,2,256,2.93,1,351,18,holland,The area is defined by a garden.
3565,,Oud-Oost,52.36607,4.92669,Private room,102,2,76,2.51,1,276,21,holland,The area features the pub Dorst.
3522,,Watergraafsmeer,52.33928,4.94218,Entire home/apt,80,5,9,0.33,1,5,4,holland,The area features a garden.
3521,,Noord-Oost,52.39451,4.9315,Entire home/apt,150,3,5,0.18,1,0,2,holland,The immediate area features a basketball pitch.
3715,,Bos en Lommer,52.38087,4.84922,Entire home/apt,189,3,8,0.28,1,0,2,holland,The surrounding area features a garden.
3588,,Bos en Lommer,52.37531,4.85683,Private room,200,2,0,,1,0,0,holland,The surroundings feature a multi pitch climbing area.
3845,,Centrum-West,52.36823,4.88483,Entire home/apt,271,2,11,0.38,1,13,3,holland,The area features a garden.
3835,,Oud-Oost,52.35389,4.91425,Hotel room,106,1,2,0.39,6,0,2,holland,The area features a garden.
3808,,De Baarsjes - Oud-West,52.37212,4.85364,Private room,70,3,35,1.24,3,0,4,holland,The area features a garden.
3795,,Slotervaart,52.36627,4.84852,Entire home/apt,50,6,5,0.21,1,0,0,holland,"The area is defined by Rembrandtpark, a significant green space that serves as a central recreational hub for the neighborhood."
3794,,De Baarsjes - Oud-West,52.35982,4.85187,Entire home/apt,521,2,8,0.28,1,0,2,holland,"The area features Café 't Vossie, which serves as a local pub."
3767,,Bos en Lommer,52.37434,4.84687,Entire home/apt,95,7,2,0.07,1,0,0,holland,The area is home to the school El Kadisia.
3955,,De Baarsjes - Oud-West,52.36712,4.86549,Entire home/apt,149,2,1,0.04,1,0,0,holland,The area features a pottery studio known as Debby Luiten.
3952,,Geuzenveld - Slotermeer,52.38012,4.81924,Private room,70,2,12,0.45,1,154,0,holland,"The area is characterized by the presence of Immanuelschool, which serves as the local educational institution."
3949,,Watergraafsmeer,52.35103,4.91967,Entire home/apt,160,2,0,,2,0,0,holland,"The area is home to the pub Vergulden Eenhoorn, a historic landmark known for its traditional atmosphere and garden setting."
620,,Oud-Noord,52.39729,4.91497,Entire home/apt,130,3,13,0.21,1,137,2,holland,The surroundings feature a garden.
592,,Westerpark,52.37418,4.86866,Entire home/apt,145,3,27,0.31,1,14,0,holland,The area is defined by the presence of a garden.
552,,De Baarsjes - Oud-West,52.36695,4.87465,Entire home/apt,199,2,16,0.3,1,0,4,holland,"The area features l'Affiche, a local pub."
4126,,De Baarsjes - Oud-West,52.37366,4.85632,Entire home/apt,90,6,1,0.04,1,31,0,holland,The area features a garden.
4121,,De Baarsjes - Oud-West,52.36721,4.86552,Entire home/apt,175,1,0,,6,93,0,holland,"The area features Debby Luiten, a pottery studio."
4111,,Centrum-West,52.37045,4.877,Entire home/apt,360,3,1,0.04,1,0,0,holland,This residential area consists solely of an apartment.
4105,,De Aker - Nieuw Sloten,52.34293,4.82206,Private room,64,3,26,1.52,2,133,21,holland,The area is home to the Spalenbühl studio.
4073,,De Pijp - Rivierenbuurt,52.34842,4.89671,Entire home/apt,210,3,4,0.17,1,15,1,holland,The area features a garden.
4044,,Geuzenveld - Slotermeer,52.38265,4.82872,Entire home/apt,113,2,12,0.5,1,0,0,holland,The area is centered around the Henricusschool.
4016,,Centrum-West,52.370358,4.877599,Private room,76,3,76,3.0,2,102,31,holland,"The area features nightlife centered around the Bluescafé Maloe Melo, a well-known music venue that serves as a staple for local live blues performances."
3987,,Westerpark,52.38975,4.8807,Private room,185,1,4,0.18,3,331,0,holland,"The area centers on Suikerplein, which serves as the local playground."
3984,,De Pijp - Rivierenbuurt,52.34163,4.89884,Private room,75,1,10,0.39,1,0,0,holland,The area features a garden.
507,,Slotervaart,52.36173,4.8454,Private room,35,2,286,3.09,3,128,10,holland,"The area is defined by Rembrandtpark, a significant green space that serves as a central recreational hub for the neighborhood."
427,,Oud-Oost,52.3522,4.91484,Entire home/apt,102,7,19,0.21,1,0,1,holland,The area features a garden.
415,,Oud-Noord,52.38745,4.91972,Entire home/apt,350,2,2,0.04,1,169,0,holland,The area features a garden.
412,,De Baarsjes - Oud-West,52.36984,4.87213,Entire home/apt,150,14,10,0.11,1,158,0,holland,"The area is centered around the arts centre De Nieuwe Liefde, a prominent cultural venue known for hosting literary events and public debates."
